name,relative_path,absolute_path,is_dir,is_file,size_bytes,line_count
1122.n.txt,1122.n.txt,data/daily/pl/funds balanced\1122.n.txt,False,True,298920,4862
1169.n.txt,1169.n.txt,data/daily/pl/funds balanced\1169.n.txt,False,True,298920,4862
1189.n.txt,1189.n.txt,data/daily/pl/funds balanced\1189.n.txt,False,True,298588,4856
1195.n.txt,1195.n.txt,data/daily/pl/funds balanced\1195.n.txt,False,True,298920,4862
1398.n.txt,1398.n.txt,data/daily/pl/funds balanced\1398.n.txt,False,True,310774,4781
1401.n.txt,1401.n.txt,data/daily/pl/funds balanced\1401.n.txt,False,True,189482,2911
1482.n.txt,1482.n.txt,data/daily/pl/funds balanced\1482.n.txt,False,True,235858,3685
1483.n.txt,1483.n.txt,data/daily/pl/funds balanced\1483.n.txt,False,True,143954,2279
1642.n.txt,1642.n.txt,data/daily/pl/funds balanced\1642.n.txt,False,True,349184,6072
1689.n.txt,1689.n.txt,data/daily/pl/funds balanced\1689.n.txt,False,True,361582,6777
1690.n.txt,1690.n.txt,data/daily/pl/funds balanced\1690.n.txt,False,True,290528,5424
1691.n.txt,1691.n.txt,data/daily/pl/funds balanced\1691.n.txt,False,True,290440,5424
1853.n.txt,1853.n.txt,data/daily/pl/funds balanced\1853.n.txt,False,True,192348,3594
1854.n.txt,1854.n.txt,data/daily/pl/funds balanced\1854.n.txt,False,True,191260,3594
1855.n.txt,1855.n.txt,data/daily/pl/funds balanced\1855.n.txt,False,True,313176,5850
1856.n.txt,1856.n.txt,data/daily/pl/funds balanced\1856.n.txt,False,True,268736,5024
1857.n.txt,1857.n.txt,data/daily/pl/funds balanced\1857.n.txt,False,True,260810,4871
1858.n.txt,1858.n.txt,data/daily/pl/funds balanced\1858.n.txt,False,True,172890,3229
1859.n.txt,1859.n.txt,data/daily/pl/funds balanced\1859.n.txt,False,True,233256,3594
1860.n.txt,1860.n.txt,data/daily/pl/funds balanced\1860.n.txt,False,True,192276,3594
1861.n.txt,1861.n.txt,data/daily/pl/funds balanced\1861.n.txt,False,True,191854,3595
